pk,sk,assigned_cohort,fee,status_code,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,send_for_approval_mechanism_t_c,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship,created_at,created_month,created_quarter,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist
Learner#76b2985c-2b56-4301-8c2e-f9c189de2540,Learner#0000000010S30VY7CKZ076ZVWF,,,1020,Accepted,6/12/2023,$84.00,,unpaid,TRUE,6/12/2023,6/12/2023,This is an auto approved opportunity,,,,BZH1BUG,,,,,,,,6/17/2025,June,Q2,,,,,,,
Learner#,Learner#0000000010S30VY7CKZ076ZVWF,,$84.00,,,,,,,,6/13/2023,,,Event,,,,,,,,,,,12/15/2025,December,Q4,,,,,,,
Learner#,Learner#0000000010S31WDZW7V1PWF4SG,,$0.00,,,,,,,,6/13/2023,,,Course,,,,,,,,,,,9/19/2023,September,Q3,,,,,,,
Learner#838ff3db-f3de-4ae4-9c06-29632039ad2c,Learner#0000000010S31WDZW7V1PWF4SG,BP7TF85,,1080,Started,#VALUE!,$0.00,,unpaid,TRUE,3/2/2023,3/2/2023,This is an auto approved opportunity,,,,BP7TF85,,,,,,,,9/21/2023,September,Q3,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010S35E3BQKTFESBCK1,,,1010,Applied,,$0.00,,unpaid,,6/20/2025,6/20/2025,,,,,BS7QNWU,1234567890,TJU4MCP,zfgdgfdzfdzg,TRUE,manual,,,,,,http://localhost:4200/opportunities/Competitions?category=Competition&isFilterByEligibility=0,,,,,,
Learner#,Learner#0000000010S35E3BQKTFESBCK1,,$0.00,,,,,,,,7/13/2025,,,Competition,,,,,,,,,,,12/12/2023,December,Q4,,WorkItem#0000000010318R4SFWYRJ59SR9,,,,,"""created_at'"":'""1752390739265'"""
Learner#f94ab12d-e781-49e0-a7fa-b777ea494145,Learner#0000000010S35E3BQKTFESBCK1,BS7QNWU,,1070,Team Allocated,6/23/2025,$0.00,,unpaid,,6/23/2025,6/23/2025,Strong application,,,BJ6BTAU,BS7QNWU,123456,TCB7TKD,12345678,TRUE,manual,,,8/9/2024,August,Q3,http://localhost:4200/opportunities/Competitions?category=Competition&isFilterByEligibility=0&tab=0,WorkItem#000000001067DC6E0QSBEDF4V4,,,,,
Learner#e1213b9c-8253-4858-a71f-7e38b60b3716,Learner#0000000010S35E3BQKTFESBCK1,,,1010,Applied,,$0.00,,unpaid,,7/13/2025,7/13/2025,,,,BJ6BTAU,BS7QNWU,Team 1,TNIJJ16,123456,TRUE,manual,,,11/5/2024,November,Q4,http://localhost:4200/user-profile/personal-information,,,,,,
Learner#03db4b84-a7e6-4ea9-951b-ac34ca7ae258,Learner#0000000010S35E3BQKTFESBCK1,BS7QNWU,,1070,Team Allocated,6/23/2025,$0.00,,unpaid,,6/23/2025,6/23/2025,Strong application,,,BJ6BTAU,BS7QNWU,123456,TCB7TKD,12345678,TRUE,manual,,,3/20/2025,March,Q1,http://localhost:4200/opportunities/Competitions?category=Competition&isFilterByEligibility=0&tab=0,WorkItem#000000001067DC6E0QSBEDF4V4,,,,,
Learner#,Learner#0000000010S37BVHNF7C55W74Z,,$1.00,,,,,,,,2/29/2024,,,Event,,,,,,,,,,,7/19/2023,July,Q3,,WorkItem#00000000108N6WJED8RCXPWYWD,,,,,
Learner#,Learner#0000000010S38Q5K66BBWTW1BP,,$0.00,,,,,,,,8/31/2023,,,Masterclass,,,,,,,,,,,9/12/2025,September,Q3,,,,,,,"{'""code'"":'""Q9G4XUK'"""
Learner#af27e259-1abc-4ae4-a20c-7728b11fe454,Learner#0000000010S39C7HHEVPAXXS7N,,,1020,Accepted,8/16/2023,$2.00,,unpaid,,8/16/2023,8/16/2023,This is an auto approved opportunity,,,,B0INPKE,,,,TRUE,,,For Experience,7/31/2023,July,Q3,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#0000000010S39C7HHEVPAXXS7N,,,1080,Started,8/10/2023,$2.00,,unpaid,,9/22/2023,8/10/2023,This is an auto approved opportunity,,,,B0INPKE,,,,TRUE,,,a,3/13/2024,March,Q1,,,,,,,
Learner#b20d1870-25e8-4b99-b783-58a358cbba74,Learner#0000000010S39C7HHEVPAXXS7N,B0INPKE,,1070,Team Allocated,7/20/2023,$2.00,pi_3NVpSMHbktQoRPOz1kwQm4is,paid,,7/20/2023,7/20/2023,This is an auto approved opportunity,,,,B0INPKE,,,,TRUE,,,dfd,11/5/2024,November,Q4,,,,,,,
Learner#,Learner#0000000010S39C7HHEVPAXXS7N,,$0.00,,,,,,,,7/20/2023,,,Internship,,,,,,,,,,,12/10/2025,December,Q4,,,,,,,
Learner#,Learner#0000000010S3DRTBJYQRBEJAK7,,$0.00,,,,,,,,3/13/2024,,,Career,,,,,,,,,,,8/8/2023,August,Q3,,WorkItem#0000000010FY944NTJZPSPSPSA,,,,,"""question'"":'""Additional Notes'"""
Learner#,Learner#0000000010S3S1QJSMA8YCX1Z1,,$0.00,,,,,,,,4/23/2024,,,Event,,,,,,,,,,,9/21/2023,September,Q3,,WorkItem#000000001000GQ4TP59Y82J6MZ,,,,,
Learner#35596f45-67d4-4d3b-befe-741ba15f942a,Learner#0000000010S3S1QJSMA8YCX1Z1,BDJA3YY,,1120,Rewards,2/29/2024,$0.00,,unpaid,TRUE,4/17/2024,2/29/2024,This is an auto approved opportunity,,,,BDJA3YY,,,,,,,,,,,,WorkItem#0000000010D89MKXVPGTS7KZMM,,,,,
Learner#,Learner#0000000010S3S793NVQPQ3SQMS,,$0.00,,,,,,,,3/20/2024,,,Masterclass,,,,,,,,,,,11/1/2023,November,Q4,,WorkItem#0000000010N7B2MSMH3M6TDAF8,,,,,"{'is_required_for_badge_award'"":'""false'"""
Learner#,Learner#0000000010S42D4MNERBRXP04S,,$0.00,,,,,,,,9/30/2024,,,Career,,,,,,,,,,,8/30/2023,August,Q3,,WorkItem#00000000104BBTSK7V5683DNGW,,,,,"{'""serial_number'"":'""0'"""
Learner#af27e259-1abc-4ae4-a20c-7728b11fe454,Learner#0000000010S43EECHK3CJQ75P7,,,1010,Applied,,$0.00,,unpaid,,8/29/2023,8/29/2023,,,,,B26X3J5,,,662211351,TRUE,,,,3/18/2024,March,Q1,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#0000000010S43EECHK3CJQ75P7,BJHH7IE,,1070,Team Allocated,8/29/2023,$0.00,,unpaid,,8/29/2023,8/29/2023,act,,,,BJHH7IE,,,,TRUE,,,,3/29/2025,March,Q1,,,,,,,
Learner#,Learner#0000000010S43EECHK3CJQ75P7,,$0.00,,,,,,,,8/29/2023,,,Competition,,,,,,,,,,,8/12/2025,August,Q3,,,,,,,"""ans_type'"":'""string'""}"
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010S46BCF4PCYZDX21Q,BFY2ZFM,,1070,Team Allocated,10/8/2025,$0.00,,unpaid,,11/5/2025,10/8/2025,Candidate meets all requirements,,,BFY2ZFM,BAWRN5J,,,,TRUE,,,dasdad,3/2/2023,March,Q1,,WorkItem#0000000010V4BDQJ0SD3VANQ4X,,,,,
Learner#,Learner#0000000010S46BCF4PCYZDX21Q,,$0.00,,,,,,,,10/31/2025,,,Internship,,,,,,,,,,,10/26/2023,October,Q4,,WorkItem#0000000010K1Y2YMPHHQR0DT3V,,,,,"{'code'"":'""Q33E457'"""
Learner#153f063d-cf30-4259-a399-3a199bca54c7,Learner#0000000010S46BCF4PCYZDX21Q,,,1010,Applied,,$0.00,,unpaid,,10/16/2025,10/16/2025,,,,,BFY2ZFM,,,,TRUE,,,9876543,11/2/2023,November,Q4,,WorkItem#0000000010XK1XD7NN4GVQYNG1,,,,,
Learner#8832ae21-4b6d-4e43-8f2c-e4629de4b72d,Learner#0000000010S46BCF4PCYZDX21Q,BFY2ZFM,,1070,Team Allocated,10/8/2025,$0.00,,unpaid,,11/5/2025,10/8/2025,Strong application,,,BAWRN5J,BFY2ZFM,,,,TRUE,,,dasdas,,,,,WorkItem#0000000010E98FNYYDCQF7G5NY,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#0000000010S46BCF4PCYZDX21Q,BFY2ZFM,,1070,Team Allocated,10/8/2025,$0.00,,unpaid,,11/5/2025,10/8/2025,Candidate meets all requirements,,,BAWRN5J,BFY2ZFM,,,,TRUE,,,asdasd,2/2/2026,February,Q1,,WorkItem#00000000104KKHVPX3HGB0P9XC,,,,,
Learner#,Learner#0000000010S48KP0QCXAJSFNYN,,$1.00,,,,,,,,10/3/2024,,,Engagement,,,,,,,,,,,1/22/2024,January,Q1,,WorkItem#0000000010WW92PXF592NR2TYC,,,,,"{'""serial_number'"":'""0'"""
Learner#,Learner#0000000010S4AZS4N2NAVXF8WQ,,$89.00,,,,,,,,6/10/2023,,,Event,,,,,,,,,,,3/4/2024,March,Q1,,,,,,,
Learner#7d3a9e43-8b49-497e-b92f-c74a378f8067,Learner#0000000010S4AZS4N2NAVXF8WQ,,,1010,Applied,,$89.00,,unpaid,TRUE,3/10/2023,3/10/2023,,,,,BQPZPHV,,,,,,,,4/12/2024,April,Q2,,,,,,,
Learner#,Learner#0000000010S58KWFTJMRZ1MDWE,,$0.00,,,,,,,,7/30/2024,,,Career,,,,,,,,,,,3/6/2023,March,Q1,,WorkItem#0000000010K6HN4NVD1ZXFE78K,,,,,"{'""serial_number'"":'""1'"""
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010S5ACZJ67WC6SKAJY,BXCGH28,,1110,Withdraw,6/26/2023,$0.00,,unpaid,TRUE,6/26/2023,6/26/2023,Accepted by automation,,,,BXCGH28,,,,,,,,10/12/2023,October,Q4,,,,,,,
Learner#,Learner#0000000010S5ACZJ67WC6SKAJY,,$0.00,,,,,,,,6/23/2023,,,Career,,,,,,,,,,,12/13/2023,December,Q4,,,,,,,
Learner#,Learner#0000000010S5JCKD4HDE1AWMKG,,$0.00,,,,,,,,6/10/2023,,,Event,,,,,,,,,,,3/1/2024,March,Q1,,,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#0000000010S5JCKD4HDE1AWMKG,BCOD5Z2,,1070,Team Allocated,5/18/2023,$0.00,,unpaid,TRUE,5/18/2023,5/18/2023,This is an auto approved opportunity,,,B4ILZDU,BCOD5Z2,,,,,,,,9/27/2024,September,Q3,,,,,,,
Learner#72d530e5-edca-40e6-b47f-1c1ddf06b4bf,Learner#0000000010S5JCKD4HDE1AWMKG,B4N5ZNP,,1070,Team Allocated,5/17/2023,$0.00,,unpaid,TRUE,5/17/2023,5/17/2023,This is an auto approved opportunity,,,,B4N5ZNP,,,,,,,,10/17/2024,October,Q4,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010S5JCKD4HDE1AWMKG,BCOD5Z2,,1070,Team Allocated,5/15/2023,$0.00,,unpaid,TRUE,5/15/2023,5/15/2023,This is an auto approved opportunity,,,,BCOD5Z2,,,,,,,,10/1/2025,October,Q4,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#0000000010S5JCKD4HDE1AWMKG,B4N5ZNP,,1055,Not Started,5/16/2023,$0.00,,unpaid,TRUE,5/16/2023,5/16/2023,This is an auto approved opportunity,,5/16/2023,BCOD5Z2,B4N5ZNP,,,,,,,,4/20/2026,April,Q2,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010S5PSKS137PVGGG0S,,,1010,Applied,,$0.00,,unpaid,TRUE,5/31/2024,5/31/2024,,,,,BIV3C03,,,,,,,,2/23/2023,February,Q1,,,,,,,
Learner#35596f45-67d4-4d3b-befe-741ba15f942a,Learner#0000000010S5PSKS137PVGGG0S,BIV3C03,,1070,Team Allocated,6/13/2024,$0.00,,unpaid,TRUE,6/11/2025,5/31/2024,Accepted by automation,,,,BIV3C03,,,,,,,,8/30/2023,August,Q3,,WorkItem#0000000010HP63V995W44V0Y41,,,,,
Learner#,Learner#0000000010S5PSKS137PVGGG0S,,$0.00,,,,,,,,6/11/2025,,,Event,,,,,,,,,,,3/4/2024,March,Q1,,WorkItem#0000000010CN7FDRKD691FKDBR,,,,,
Learner#,Learner#0000000010S5W58Z00YV7MJXWQ,,$0.00,,,,,,,,9/9/2025,,,Internship,,,,,,,,,,,7/7/2023,July,Q3,,WorkItem#00000000106XKS419MYQCS25AE,,,,,"""question'"":'""Additional Notes'"""
Learner#34d80a6f-66bd-4e88-a484-5bdc7cf8779b,Learner#0000000010S5W58Z00YV7MJXWQ,BLVI143,,1070,Team Allocated,9/9/2025,$0.00,,unpaid,,9/9/2025,9/9/2025,Candidate meets all requirements,,,BLVI143,BQ53MIE,,,,TRUE,,,Testing,2/29/2024,February,Q1,https://www.google.com/,WorkItem#0000000010E2Q9JP3EX9GNJ3PJ,,,,,
Learner#,Learner#0000000010S62WRM6DGTD7DMB3,,$0.00,,,,,,,,7/13/2024,,,Course,,,,,,,,,,,10/2/2025,October,Q4,,WorkItem#0000000010B5H48S8N1SXMMBXX,,,,,"""is_frozen'"":'""false'"""
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010S6NQPM4QNDS2X7PC,,,1010,Applied,,$1.00,,unpaid,,1/9/2024,1/9/2024,,,,,BXWZRSV,,,,TRUE,,,Its a Demo  Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo Its a Demo,9/19/2024,September,Q3,,,,,,,
Learner#,Learner#0000000010S6NQPM4QNDS2X7PC,,$1.00,,,,,,,,12/13/2023,,,Internship,,,,,,,,,,,11/26/2025,November,Q4,,WorkItem#0000000010YFJMNCXRMXZXSCKB,,,,,"""question'"":'""Additional Notes'"""
Learner#35596f45-67d4-4d3b-befe-741ba15f942a,Learner#0000000010S6Q16F305BZR8SZB,B1LL59U,,1070,Team Allocated,2/20/2026,$0.00,,unpaid,,2/20/2026,2/20/2026,Candidate meets all requirements,,,,B1LL59U,qwertyu,TXFGWG2,9876543,TRUE,manual,,,6/21/2023,June,Q2,,WorkItem#000000001096QDT23NYJBHXNFF,,,,,
Learner#,Learner#0000000010S6Q16F305BZR8SZB,,$0.00,,,,,,,,2/20/2026,,,Competition,,,,,,,,,,,7/21/2023,July,Q3,,WorkItem#000000001017VWQ63WE1TDP63T,,,,,"""created_at'"":'""1771590725255'"""
Learner#39d44a43-5dd4-4ffe-9b57-83541cb11b7a,Learner#0000000010S6Q16F305BZR8SZB,B1LL59U,,1070,Team Allocated,2/20/2026,$0.00,,unpaid,,2/20/2026,2/20/2026,Candidate meets all requirements,,,,B1LL59U,adgafg345,T5BLJ8Z,1234567890-=,TRUE,manual,,,,,,,WorkItem#00000000104RFT8F59QM1CAV9B,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#0000000010S6Q16F305BZR8SZB,,,1010,Applied,,$0.00,,unpaid,,2/20/2026,2/20/2026,,,,,B1LL59U,asf,T8CJBK2,1234567,TRUE,manual,,,,,,,,,,,,
Learner#7642a55d-7a9e-45a6-829b-79581036235a,Learner#0000000010S6Q16F305BZR8SZB,B1LL59U,,1070,Team Allocated,2/20/2026,$0.00,,unpaid,,2/20/2026,2/20/2026,This is an auto approved opportunity,,,,B1LL59U,s,TXGNZ8W,12345674567890,TRUE,automatic,,,,,,,WorkItem#0000000010YFK1JC1H1FNF96D7,,,,,
Learner#8864966a-0b3a-4e52-9a79-e024562a6d02,Learner#0000000010S6Q16F305BZR8SZB,B1LL59U,,1070,Team Allocated,2/20/2026,$0.00,,unpaid,,2/20/2026,2/20/2026,Candidate meets all requirements,,,,B1LL59U,a,TUUR762,12345674567890,TRUE,automatic,,,8/28/2023,August,Q3,,WorkItem#0000000010CW5QQ7QJ99NZD6GV,,,,,
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010S6Q16F305BZR8SZB,B1LL59U,,1070,Team Allocated,2/20/2026,$0.00,,unpaid,,2/20/2026,2/20/2026,Candidate meets all requirements,,,,B1LL59U,adgafg345,T5BLJ8Z,1234567,TRUE,manual,,,12/3/2023,December,Q4,,WorkItem#00000000104RFT8F59QM1CAV9B,,,,,
Learner#34d80a6f-66bd-4e88-a484-5bdc7cf8779b,Learner#0000000010S6Q16F305BZR8SZB,,,1011,Send,,$0.00,,unpaid,,2/20/2026,2/20/2026,,,,,B1LL59U,aa,TKGMXZU,123456,TRUE,automatic,,,2/21/2024,February,Q1,,,,,,,
Learner#a4809839-e24b-4817-ac33-05ffdbbf3abd,Learner#0000000010S6Q16F305BZR8SZB,,,1010,Applied,,$0.00,,unpaid,,2/20/2026,2/20/2026,,,,,B1LL59U,aaaa121,T6L9CP7,9876543,TRUE,manual,,,4/26/2024,April,Q2,,,,,,,
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010S6Q16F305BZR8SZB,B1LL59U,,1070,Team Allocated,2/20/2026,$0.00,,unpaid,,2/20/2026,2/20/2026,This is an auto approved opportunity,,,,B1LL59U,aaaa,TB1820B,9876543,TRUE,manual,,,6/3/2024,June,Q2,,WorkItem#0000000010TTW5PSB8KCXXBFAQ,,,,,
Learner#8832ae21-4b6d-4e43-8f2c-e4629de4b72d,Learner#0000000010S6Q16F305BZR8SZB,B1LL59U,,1070,Team Allocated,2/20/2026,$0.00,,unpaid,,2/20/2026,2/20/2026,This is an auto approved opportunity,,,,B1LL59U,ss,T1CJEUY,123456,TRUE,automatic,,,7/10/2025,July,Q3,,WorkItem#0000000010YFK1JC1H1FNF96D7,,,,,
Learner#,Learner#0000000010S6Z01FBH5FRA9ZNZ,,$1.00,,,,,,,,4/27/2024,,,Internship,,,,,,,,,,,9/5/2024,September,Q3,,WorkItem#0000000010A0QB25SYEPADDJ3S,,,,,"""ans_type'"":'""boolean'""}"
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010S6Z01FBH5FRA9ZNZ,BBQOFGQ,,1120,Rewards,4/27/2024,$1.00,,paid,,4/27/2024,4/27/2024,Accepted by automation,,,,BBQOFGQ,,,,TRUE,,,Applying from cypress automation testing.,,,,,WorkItem#0000000010TMNFZCGMQ8WAHS6B,,,,,
Learner#,Learner#0000000010S6ZQVHCZ0EJ18CK1,,$0.00,,,,,,,,5/2/2024,,,Career,,,,,,,,,,,3/11/2025,March,Q1,,WorkItem#0000000010WRKS49HKFV6DMF4Q,,,,,
Learner#fcf7c7e4-0560-4d4d-8db7-ce9044d0bc6e,Learner#0000000010S703TBVJ05N274DB,B6XRCFD,,1070,Team Allocated,4/16/2024,$0.00,,unpaid,,4/16/2024,4/16/2024,"dd,",,,,B6XRCFD,,,,TRUE,,,jxooxo,8/28/2023,August,Q3,,WorkItem#0000000010A4P925KYDDEZGMCP,,,,,
Learner#,Learner#0000000010S703TBVJ05N274DB,,$0.00,,,,,,,,4/15/2024,,,Internship,,,,,,,,,,,4/22/2024,April,Q2,,WorkItem#0000000010379Q32WV961VZMM0,,,,,FALSE
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010S703TBVJ05N274DB,,,1010,Applied,,$0.00,,unpaid,,4/15/2024,4/15/2024,,,,,B6XRCFD,,,,TRUE,,,to learn,3/20/2025,March,Q1,,,,,,,
Learner#db3ca45e-7784-4db9-9ea2-7c4f59d519db,Learner#0000000010S7531J35RXA0WV5A,B5UDR5O,,1120,Rewards,4/27/2024,$1.00,,paid,,4/27/2024,4/27/2024,Accepted by automation,,,,B5UDR5O,,,111111,TRUE,,,,8/7/2023,August,Q3,,WorkItem#0000000010HDKA5EJ5D9BXJBKS,,,,,
Learner#,Learner#0000000010S7531J35RXA0WV5A,,$1.00,,,,,,,,4/27/2024,,,Competition,,,,,,,,,,,4/22/2025,April,Q2,,WorkItem#0000000010KADF2F6477KTDBWZ,,,,,"""question'"":'""Question1'"""
Learner#,Learner#0000000010S7T5HF92RMKQ7EJH,,$0.00,,,,,,,,10/27/2025,,,Internship,,,,,,,,,,,12/15/2023,December,Q4,,WorkItem#0000000010D3CKDHKE77089S61,,,,,
Learner#7fedbaf8-9745-4760-be43-13a7a4c31edb,Learner#0000000010S7ZY5H8A9F5482S1,BJ5AP4T,,1070,Team Allocated,10/4/2023,$0.00,,unpaid,,10/4/2023,10/4/2023,Accepted by automation,,,,BJ5AP4T,,,,TRUE,,,Applying from cypress automation testing.,2/13/2024,February,Q1,,,,,,,
Learner#,Learner#0000000010S7ZY5H8A9F5482S1,,$0.00,,,,,,,,10/4/2023,,,Engagement,,,,,,,,,,,,,,,,,,,,"""is_frozen'"":'""false'"""
Learner#,Learner#0000000010S83QJ34NNY00BR12,,$0.00,,,,,,,,7/8/2024,,,Internship,,,,,,,,,,,2/7/2024,February,Q1,,,,,,,"""question'"":'""Question3'"""
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#0000000010S83QJ34NNY00BR12,,,1030,Rejected,12/19/2023,$0.00,,unpaid,,12/19/2023,11/20/2023,aa,,,,B7CK7XF,,,,TRUE,,,fgrstfd,7/31/2025,July,Q3,,WorkItem#0000000010XV1CD90VXADERBYB,,,,,
Learner#,Learner#0000000010S83RQ3B4E5SX1TN1,,$0.00,,,,,,,,4/15/2025,,,Masterclass,,,,,,,,,,,11/2/2023,November,Q4,,WorkItem#00000000105YH5E969BA5BPGZ0,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010S8AFWMVK9NXVXM14,,,1020,Accepted,9/25/2024,$1.00,,unpaid,,9/25/2024,9/25/2024,Accepted by automation,,,,B9CNZVY,,,,TRUE,,,Applying from cypress automation testing.,9/19/2023,September,Q3,,WorkItem#00000000109EH9FFQ1E9EBKQNG,,,,,
Learner#,Learner#0000000010S8AFWMVK9NXVXM14,,$1.00,,,,,,,,9/24/2024,,,Internship,,,,,,,,,,,10/10/2023,October,Q4,,WorkItem#0000000010JZYMYH0TFP372J0M,,,,,"{'""serial_number'"":'""0'"""
Learner#,Learner#0000000010S8HP467PQGKYR4YW,,$0.00,,,,,,,,7/10/2023,,,Internship,,,,,,,,,,,6/25/2023,June,Q2,,,,,,,
Learner#,Learner#0000000010S8M7V5B3DEXQE8MM,,$0.00,,,,,,,,2/29/2024,,,Career,,,,,,,,,,,1/23/2024,January,Q1,,WorkItem#00000000108E4H2BRFKMRND33W,,,,,"""question'"":'""Additional Notes'"""
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010S97XNETQ617GFT7D,,,1010,Applied,,$0.00,,unpaid,,11/26/2025,11/26/2025,,,,,BB4VCPE,,,Why do you want to apply for this Internship? *,TRUE,,,yes yes yes,12/15/2023,December,Q4,,WorkItem#0000000010KT8NE041GHW4234K,,,,,
Learner#d40e8693-9977-4fc6-b3f1-dca1028a024f,Learner#0000000010S97XNETQ617GFT7D,BB4VCPE,,1070,Team Allocated,11/28/2025,$0.00,,unpaid,,11/28/2025,11/28/2025,Candidate meets all requirements,,,,BB4VCPE,,,,TRUE,,,5457454,2/14/2024,February,Q1,,WorkItem#00000000105Y8B0T4YYJHHCKFH,,,,,
Learner#39d44a43-5dd4-4ffe-9b57-83541cb11b7a,Learner#0000000010S97XNETQ617GFT7D,BB4VCPE,,1070,Team Allocated,11/26/2025,$0.00,,unpaid,,11/26/2025,11/26/2025,Candidate meets all requirements,,,,BB4VCPE,,,Application Id,TRUE,,,Why do you want to apply for this Internship? *,9/18/2024,September,Q3,,WorkItem#0000000010VRQBTE140PXJY48T,,,,,
Learner#,Learner#0000000010S97XNETQ617GFT7D,,$0.00,,,,,,,,12/5/2025,,,Internship,,,,,,,,,,,4/22/2025,April,Q2,,WorkItem#0000000010NN11QPTYMKYTCH27,,,,,"""is_frozen'"":'""false'"""
Learner#9bbce4d1-b4cf-46b3-a556-870c269bc735,Learner#0000000010S97XNETQ617GFT7D,BB4VCPE,,1070,Team Allocated,11/26/2025,$0.00,,unpaid,,12/8/2025,11/26/2025,Candidate meets all requirements,,,,BB4VCPE,,,Why do you want to apply for this Internship? *,TRUE,,,Why do you want to apply for this Internship? *,10/8/2025,October,Q4,,WorkItem#0000000010SZRF0CRVS074YBZ3,,,,,
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010S9C14BJBMB94TG1S,,,1020,Accepted,5/6/2025,$1.00,,unpaid,,5/6/2025,5/6/2025,This is an auto approved opportunity,,,,BW3H4M4,fcb,TOJHCYU,123456,TRUE,automatic,,,3/22/2023,March,Q1,,WorkItem#0000000010411B8D56E6SNE6M6,,,,,
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010S9C14BJBMB94TG1S,,,1020,Accepted,5/6/2025,$1.00,,unpaid,,5/6/2025,5/6/2025,This is an auto approved opportunity,,,,BW3H4M4,fcb,TOJHCYU,123456,TRUE,automatic,,,5/30/2024,May,Q2,,WorkItem#0000000010411B8D56E6SNE6M6,,,,,
Learner#,Learner#0000000010S9C14BJBMB94TG1S,,$1.00,,,,,,,,5/6/2025,,,Competition,,,,,,,,,,,11/4/2024,November,Q4,,WorkItem#00000000101VHW3V1B566KE44F,,,,,"""ans_type'"":'""boolean'""}"
Learner#,Learner#0000000010S9CWR3PK8A9TQDZ5,,$0.00,,,,,,,,8/28/2023,,,Career,,,,,,,,,,,10/4/2024,October,Q4,,,,,,,"{'""code'"":'""Q5D49Z1'"""
Learner#31226377-4c97-4d6c-8b67-126601474c0c,Learner#0000000010S9M8XEF4YGC14QYE,BLLHLVC,,1070,Team Allocated,11/2/2023,$0.00,,unpaid,,11/2/2023,11/2/2023,Accepted by automation,,,,BLLHLVC,Team Compete 1698948992985,TLQQHIS,,TRUE,automatic,,,3/4/2024,March,Q1,,,,,,,
Learner#,Learner#0000000010S9M8XEF4YGC14QYE,,$0.00,,,,,,,,11/14/2023,,,Competition,,,,,,,,,,,4/5/2024,April,Q2,,,,,,,"""created_at'"":'""1698949015873'"""
Learner#2e5c613a-e7e7-4e04-a794-af9f05a06a0f,Learner#0000000010S9M8XEF4YGC14QYE,,,1010,Applied,,$0.00,,unpaid,,11/2/2023,11/2/2023,,,,,BLLHLVC,Team Compete 1698947869644,T8AHZ4E,,TRUE,automatic,,,6/3/2024,June,Q2,,,,,,,
Learner#214f8fe1-931e-4da8-b485-1a5633833368,Learner#0000000010S9M8XEF4YGC14QYE,BLLHLVC,,1070,Team Allocated,11/2/2023,$0.00,,unpaid,,11/2/2023,11/2/2023,Accepted by automation,,,,BLLHLVC,Team Compete 1698948992985,TLQQHIS,,TRUE,automatic,,,,,,,,,,,,
Learner#,Learner#0000000010S9S1YY51VQVCB65V,,$0.00,,,,,,,,5/12/2023,,,Competition,,,,,,,,,,,9/28/2024,September,Q3,,,,,,,
Learner#,Learner#0000000010S9TWDD17ZVHM7A3Q,,$1.00,,,,,,,,9/25/2024,,,Masterclass,,,,,,,,,,,6/16/2023,June,Q2,,WorkItem#00000000104NBG936NJ16P8BT8,,,,,"{'""serial_number'"":'""0'"""
